name,product,offer,is_celeb,celeb_name,source_v2,spend,cpa,spend_30,n_ad_ids,date_created,first_spend,crossed_date,days_to_winner,age_weeks,bucket,active,unicorn,spend_w1,spend_w2,spend_w3,spend_w4,velocity,launch_month
This supplement has ruined my life__Lo-fi_Video_Talking to camera_Biotic⁺_Delivery #3.25,Biotic,False,False,,Internal,1408,117,1284,2,2025-03-10,2025-03-11,2025-03-18,7,63,Ageing,False,False,882,402,0,0,1.28,Mar 2025
"Thrive H1 test | Emotional - isn't just for you | Thrive⁺ | Static | Static |  | Product imagery, Messaging |  | Personal Problem/Benefit - Longevity | Problem Aware | Heights - Adam | Thrive PDP |  | Delivery #23.25",Thrive,False,False,,Internal,4690,107,4290,4,2025-11-19,2025-11-20,2025-11-25,5,27,Ageing,False,False,1077,568,1695,925,4.29,Nov 2025
"Thrive H1 test | Future you - feel your best now and in future | Thrive⁺ | Static | Static |  | Product imagery, Messaging |  | Personal Problem/Benefit - Longevity | Problem Aware | Heights - Adam | Thrive PDP |  | Delivery #23.25",Thrive,False,False,,Internal,1342,224,1284,3,2025-11-19,2025-11-20,2025-12-06,16,27,Ageing,False,False,311,286,688,0,1.28,Nov 2025
"New bundle best offer ever | Dan | Vitals⁺ + Biotic⁺ + Magnesium⁺, Ultimate Health Trio | Lo-fi | Video | 30-45s | Talking to camera, Discount | Educational | Price positioning | BOFU | Heights | Ultimate Health Trio LP |  | Delivery #10.25",Vitals,True,False,,Internal,32168,108,17072,1,2025-05-28,2025-05-28,2025-06-01,4,52,Ageing,False,True,4549,4667,3852,2995,5.69,May 2025
"Thrive comparison | IV drips | Thrive⁺ | Static | Static |  | Comparison, Split screen |  | Personal Problem/Benefit - Longevity, Ingredients | Solution Aware | Heights | Thrive PDP |  | Delivery #23.25",Thrive,False,False,,Internal,2259,205,2259,1,2025-12-02,2025-12-08,2025-12-22,14,24,Ageing,False,False,6,709,1104,440,2.26,Dec 2025
"Thrive ingredients popping up | Product | Thrive⁺ | Lo-fi | Video | Under 10s | Text on video |  | Personal Problem/Benefit - Longevity, Ingredients | Solution Aware | Heights - Adam | Thrive PDP |  | Delivery #23.25",Thrive,False,False,,Internal,12327,101,2457,5,2025-11-25,2025-12-09,2025-12-22,13,24,Ageing,False,True,396,795,946,320,2.46,Dec 2025
"Thrive messaging iterations - solution aware | The smarter way to support healthy ageing | Thrive⁺ | Static | Carousel | Product Imagery | Education | Ingredients, Problem/Benefit - Longevity | Solution Aware | Heights Internal | Thrive 2-step | 1.26",Thrive,False,False,,Internal,1875,208,1875,1,2026-01-22,2026-01-22,2026-01-30,8,18,Ageing,False,False,793,1082,0,0,1.87,Jan 2026
"Thrive | Text over b-roll compilation - hard work | Thrive⁺ | Lo-fi | Video | 20-30s | Text on video, Broll | Supportive | Personal Problem/Benefit - Longevity | Problem Aware | Heights - Adam | Thrive PDP |  | Delivery #23.25",Thrive,False,False,,Internal,2757,102,2757,3,2025-11-25,2025-12-08,2025-12-16,8,24,Ageing,False,False,917,1183,657,0,2.76,Dec 2025
"New year BUT better you | New year, new energy | Vitals⁺ | Static | Static | Product Imagery | Inspirational | Problem/Benefit - Energy, Seasonal | Problem Aware | Heights Internal, Freelancer/Contractor | Energy LP
25.25",Vitals,False,False,,Internal,7361,66,7312,3,2025-12-28,2025-12-28,2026-01-03,6,22,Ageing,False,False,3135,4177,0,0,2.44,Dec 2025
IMAGE | Bundle v3,Bundle,False,False,,Internal,9920,36,7828,3,2024-11-06,2025-01-01,2025-01-06,5,73,Ageing,False,False,3914,3467,351,97,2.61,Jan 2025
"Must be a glitch |  | Vitals⁺ + Biotic⁺ + Magnesium⁺, Ultimate Health Trio | Lo-fi | Video | 10-20s | Discount | Funny | Price positioning | MOFU | Heights | Ultimate Health Trio LP |  | Delivery #10.25",Vitals,True,False,,Internal,30670,88,8200,1,2025-05-28,2025-05-28,2025-06-08,11,52,Ageing,False,False,2209,1319,2084,2157,2.73,May 2025
"Carol Vorderman Ambassador -  Loop Animation Hook 1 | Biotic⁺ | Hi-fi | Video | Animation | Gut health, Bacteria survivability | Health Optimiser | HO - Solution Switcher | Solution aware | Heights Internal, Freelancer/Contractor | 3.26",Biotic,False,True,Carol Vorderman,Celeb,1059,1059,1059,2,2026-02-21,2026-02-21,2026-03-03,10,14,Ageing,False,False,469,590,0,0,1.06,Feb 2026
Ben Shephard Energy_Long Hook 1_Hi-fi_Video_Podcast_Vitals_Delivery #21,Vitals,False,True,Ben Shephard,Celeb,5156,72,4108,5,2024-12-27,2025-01-01,2025-01-19,18,73,Ageing,False,False,16,1569,2129,394,1.37,Jan 2025
Ben Shephard I value the truth_Long Hook 1_Hi-fi_Video_Talking to camera_Vitals_Delivery #1.25,Vitals,False,True,Ben Shephard,Celeb,5523,68,5522,3,2025-01-21,2025-01-21,2025-01-31,10,70,Ageing,False,False,1870,2068,1584,0,1.84,Jan 2025
Ben Shephard I value the truth_Long Hook 1_Hi-fi_Video_Talking to camera_Vitals_Delivery #1.25 - Copy,Vitals,False,True,Ben Shephard,Celeb,19059,116,7033,1,2025-06-20,2025-06-20,2025-07-04,14,49,Ageing,False,False,3,2502,2393,1538,2.34,Jun 2025
Ben Shephard Turning 50_Long Hook 1_Hi-fi_Video_Podcast_Vitals_Delivery #21,Vitals,False,True,Ben Shephard,Celeb,9899,48,5765,18,2024-12-27,2025-01-01,2025-01-03,2,73,Ageing,False,False,4152,640,839,92,1.92,Jan 2025
Ben Shephard Turning 50_Long Hook 3_Hi-fi_Video_Podcast_Vitals_Delivery #21,Vitals,False,True,Ben Shephard,Celeb,7751,45,7107,7,2024-12-27,2025-01-01,2025-01-02,1,73,Ageing,False,False,4510,1184,1353,55,2.37,Jan 2025
Ben Shephard_Iterations Hook 2 Long_Hi-fi_Video_Podcast_Biotic⁺_Delivery #2.25,Biotic,False,True,Ben Shephard,Celeb,7306,96,2756,2,2025-02-11,2025-02-11,2025-02-19,8,67,Ageing,False,False,750,1207,799,0,2.76,Feb 2025
Ben/Leanne_Hook 1 Long_Hi-fi_Video_Podcast_Vitals⁺_Delivery #3.25,Vitals,False,False,,Internal,8621,103,6864,5,2025-02-22,2025-02-23,2025-03-12,17,66,Ageing,False,False,73,990,4422,1168,2.29,Feb 2025
Ben/Leanne_Hook 1 Short_Hi-fi_Video_Podcast_Vitals⁺_Delivery #3.25,Vitals,False,False,,Internal,8297,83,6978,8,2025-02-22,2025-02-23,2025-02-28,5,66,Ageing,False,False,3942,2476,292,259,2.33,Feb 2025
Ben/Leanne_Hook 2 Long_Hi-fi_Video_Podcast_Vitals⁺_Delivery #3.25,Vitals,False,False,,Internal,14517,102,4831,4,2025-02-22,2025-02-23,2025-03-21,26,66,Ageing,False,False,111,556,336,2848,1.61,Feb 2025
"Biotic Sketch Animation “Gut Gains” | Hook 2 | Biotic⁺ | Hi-fi | Video | Animation, AI | Solution Chaser | HO - Health starts in the gut | Heights Internal, Freelancer/Contractor | 3.26",Biotic,False,False,,Internal,2201,314,2201,2,2026-02-20,2026-02-20,2026-02-24,4,14,Ageing,False,False,1981,220,0,0,2.2,Feb 2026
"Biotic Sketch Animation “Gut Gains” | Hook 3 | Biotic⁺ | Hi-fi | Video | Animation, AI | Solution Chaser | HO - Health starts in the gut | Heights Internal, Freelancer/Contractor | 3.26",Biotic,False,False,,Internal,1055,352,1055,2,2026-02-20,2026-02-20,2026-02-24,4,14,Ageing,False,False,1055,0,0,0,1.05,Feb 2026
Biotic⁺ Benefits timeline  | Biotic⁺ | Static | Static | Product Imagery | Gut health | Health Optimiser | HO - Solution Switcher | Solution aware | Heights Internal | A/B test | 3.26,Biotic,False,False,,Internal,1313,438,1313,2,2026-02-17,2026-02-17,2026-02-24,7,14,Ageing,False,False,969,344,0,0,1.31,Feb 2026
"Carol Biotic - “Biotic Made Simple” (25s Vers) Hook 1 | Biotic⁺ | Hi-fi | Video | Podcast, B-roll | Bacteria survivability | Health Optimiser | HO - Solution Switcher | Solution aware, Product aware | Heights Internal, Freelancer/Contractor | 3.26",Biotic,False,False,,Internal,1014,338,1014,2,2026-02-27,2026-02-27,2026-03-03,4,13,Ageing,False,False,1014,0,0,0,1.01,Feb 2026
"Carol Vorderman Ambassador -  Loop Animation Hook 2 | Biotic⁺ | Hi-fi | Video | Animation | Gut health, Bacteria survivability | Health Optimiser | HO - Solution Switcher | Solution aware | Heights Internal, Freelancer/Contractor | 3.26",Biotic,False,True,Carol Vorderman,Celeb,1867,467,1867,2,2026-02-21,2026-02-21,2026-02-25,4,14,Ageing,False,False,1572,295,0,0,1.87,Feb 2026
"Ben Shephard - Vitals Long Form | Hook v2 | Vitals⁺ | Hi-fi | Video | Podcast | Problem/Benefit - Energy, Problem/Benefit - Focus | Problem Aware, Solution Aware, Product Aware | Brightshift | Energy LP
25.25",Vitals,False,True,Ben Shephard,Celeb,4530,103,3664,2,2025-12-23,2025-12-26,2026-01-23,28,22,Ageing,False,False,17,100,424,1997,1.22,Dec 2025
"Carol Vorderman Ambassador -  Loop Animation Hook 3 | Biotic⁺ | Hi-fi | Video | Animation | Gut health, Bacteria survivability | Health Optimiser | HO - Solution Switcher | Solution aware | Heights Internal, Freelancer/Contractor | 3.26",Biotic,False,True,Carol Vorderman,Celeb,1421,142,1421,2,2026-02-21,2026-02-21,2026-02-27,6,14,Ageing,False,False,1182,239,0,0,1.42,Feb 2026
"Carol Vorderman Ambassador Ageing well | Chaotic stress | Vitals⁺ | Hi-fi | Video | 45s-1m | Podcast | Supportive, Personal story | Personal Problem/Benefit - Longevity, USP - Simplicity, Personal problem - Supplement overwhelm, Personal Problem/Benefit - Holistic health | MOFU | Brightshift | Energy LP |  | Delivery #11.25",Vitals,False,True,Carol Vorderman,Celeb,44552,100,6290,9,2025-06-12,2025-06-12,2025-07-03,21,50,Ageing,False,False,177,891,1522,3130,2.1,Jun 2025
"Carol Vorderman Ambassador Ageing well | Clutter to clarity | Vitals⁺ | Hi-fi | Video | 45s-1m | Podcast | Supportive, Personal story | Personal Problem/Benefit - Longevity, USP - Simplicity, Personal problem - Supplement overwhelm, Personal Problem/Benefit - Holistic health | MOFU | Brightshift | Energy LP |  | Delivery #11.25",Vitals,False,True,Carol Vorderman,Celeb,13082,110,3022,4,2025-06-12,2025-06-12,2025-07-11,29,50,Ageing,False,False,14,553,2346,4,1.01,Jun 2025
Carol Vorderman Ambassador_Ageing well Long Hook 1_Hi-fi_Video_1m-1m30s_Podcast_Longevity_MOFU_Brightshift_Vitals⁺_Delivery #4.25,Vitals,False,True,Carol Vorderman,Celeb,51356,110,10839,24,2025-03-03,2025-03-03,2025-03-10,7,64,Ageing,False,False,2955,4712,2433,738,3.61,Mar 2025
Carol Vorderman Ambassador_Ageing well Short Hook 1_Hi-fi_Video_45s-1m_Podcast_Longevity_MOFU_Brightshift_Vitals⁺_Delivery #4.25,Vitals,False,True,Carol Vorderman,Celeb,9459,111,4012,12,2025-03-03,2025-03-03,2025-03-23,20,64,Ageing,False,False,624,792,1629,947,1.34,Mar 2025
Carol Vorderman Ambassador_Sleep Long Hook 1B_Hi-fi_Video_1m-1m30s_Podcast_Sleep_MOFU_Brightshift_Vitals⁺_Delivery #4.25,Vitals,False,True,Carol Vorderman,Celeb,5133,112,4073,4,2025-03-03,2025-03-03,2025-03-19,16,64,Ageing,False,False,165,1378,2530,0,1.36,Mar 2025
"Carol x Dan Podcast,  Biotic “Convince me” | Hook 2 | Biotic⁺ | Hi-fi | Video | Podcast | Solution Chaser | HO - Science over hype | Freelancer/Contractor, Heights Internal | 3.26",Biotic,False,True,Carol X Dan,Celeb,1660,184,1660,2,2026-02-20,2026-02-20,2026-03-01,9,14,Ageing,False,False,416,1244,0,0,1.66,Feb 2026
"Carol x Dan Podcast, Biotic Variation Hook 1 | Hook 1 | Biotic⁺ | Hi-fi | Video | Podcast | Solution Chaser | HO - Health starts in the gut | Heights Internal, Freelancer/Contractor | 3.26",Biotic,False,True,Carol X Dan,Celeb,1213,607,1213,2,2026-02-17,2026-02-17,2026-02-26,9,14,Ageing,False,False,467,747,0,0,1.21,Feb 2026
"Carol x Dan Podcast, Biotic Variation Hook 2 | Hook 2 | Biotic⁺ | Hi-fi | Video | Podcast | Solution Chaser | HO - Health starts in the gut | Heights Internal, Freelancer/Contractor | 3.26",Biotic,False,True,Carol X Dan,Celeb,1041,347,1041,2,2026-02-17,2026-02-17,2026-02-24,7,14,Ageing,False,False,915,126,0,0,1.04,Feb 2026
Catalyst Daisy Wave 2_Hook: how many supplements are you taking right now_Lo-fi_ShortVideo_30-45s_UGC_Vitals + Magnesium⁺ + Sleep Mask_Delivery #7.25_Supplement overwhelm_Native_36 - 45_Female,Vitals,True,False,,Internal,3490,134,3008,4,2025-04-30,2025-04-30,2025-05-29,29,56,Ageing,False,False,1618,1375,1,4,1.0,Apr 2025
"Catalyst Wave 6 & 7 | Lewis Being WFH energy Hook 1 | Vitals⁺ | Lo-fi | ShortVideo | 20-30s | UGC, Voiceover, Broll, Talking to camera | Personal story | Personal Problem/Benefit - Productivity, Personal Problem/Benefit - Focus, Transformation - Feel like yourself again | 25 - 35 | Male | MOFU | Energy LP | Delivery #17.25 |",Vitals,False,False,,Internal,4756,101,4756,1,2025-09-04,2025-09-05,2025-09-13,8,38,Ageing,False,False,2291,2464,0,0,1.59,Sep 2025
"Catalyst Wave 6 & 7 | Lindsay After lunch slump Hook 2 | Vitals⁺ | Lo-fi | ShortVideo | 10-20s | UGC, Voiceover, Broll, Talking to camera | Personal story | Personal Problem/Benefit -  Energy | 46 - 55 | Female | MOFU | Energy LP | Delivery #17.25 |",Vitals,False,False,,Internal,5539,118,5539,1,2025-09-04,2025-09-05,2025-09-18,13,38,Ageing,False,False,807,2350,2382,0,1.85,Sep 2025
Christmas gift_Health_Static_Static_Product imagery_Vitals_Delivery #21,Vitals,False,False,,Internal,4153,55,4153,7,2024-12-22,2025-01-01,2025-01-17,16,73,Ageing,False,False,1209,1453,1490,1,1.38,Jan 2025
"Ben Shephard Ambassador Vital Energy | Podcast to data | Vitals⁺ | Hi-fi | Video | 45s-1m | Podcast | Educational, Personal story | Personal Problem/Benefit -  Energy, Scepticism, Social proof | MOFU | Brightshift | Energy LP |  | Delivery #11.25",Vitals,False,True,Ben Shephard,Celeb,40557,95,11577,5,2025-06-12,2025-06-12,2025-06-29,17,50,Ageing,False,True,13,996,4358,4746,3.86,Jun 2025
"Ben Shephard - Tale of Two Cutouts | Vitals- Hook v2 | Vitals⁺ | Hi-fi | Video | Narrative | Problem/Benefit - Longevity, Problem/Benefit - Energy | Problem Aware, Solution Aware, Product Aware | Brightshift | Energy LP 25.25",Vitals,False,True,Ben Shephard,Celeb,9130,92,8394,4,2025-12-23,2025-12-26,2025-12-30,4,22,Ageing,False,False,4676,3588,131,0,2.8,Dec 2025
"Consistent energy | Energy spike graph - From foggy to fully charged | Vitals⁺ | Static | Static |  | Product imagery, Comparison, Split screen |  | Personal Problem/Benefit -  Energy | Problem Aware | Heights | Energy LP |  | Delivery #17.25",Vitals,False,False,,Internal,4979,121,4979,2,2025-09-02,2025-09-02,2025-09-17,15,38,Ageing,False,False,671,1910,2306,92,1.66,Sep 2025
AIT 5 | Matt Willis - Vitals | HQ Video,Vitals,False,True,Matt Willis,Celeb,4828,101,4828,2,2025-11-19,2025-11-19,2025-11-29,10,27,Ageing,False,False,1695,1862,757,514,1.61,Nov 2025
3 | PR article | Vogue |Bundle | Jun 5,Bundle,False,False,,Internal,4156,46,3494,2,2024-06-05,2025-01-01,2025-01-26,25,73,Ageing,False,False,673,1129,665,843,1.16,Jan 2025
AI - Rise above brain fog/low energy | Brain fog | Vitals⁺ | Static | Static | AI | Brain fog | Problem aware | Heights Internal | Energy LP | 3.26,Vitals,False,False,,Internal,6249,106,6249,1,2026-02-13,2026-02-14,2026-03-04,18,15,Ageing,False,False,1182,640,1759,2046,2.08,Feb 2026
AI - Rise above brain fog/low energy | Low energy | Vitals⁺ | Static | Static | AI | Energy | Problem aware | Heights Internal | Energy LP | 3.26,Vitals,False,False,,Internal,3015,67,3015,2,2026-02-13,2026-02-14,2026-02-26,12,15,Ageing,False,False,1323,1692,0,0,1.01,Feb 2026
AIT 1 | Matt Willis | Biotic HQ Video,Biotic,False,True,Matt Willis,Celeb,2368,95,1864,2,2025-02-21,2025-02-21,2025-03-03,10,66,Ageing,False,False,473,1182,209,0,1.86,Feb 2025
AIT 1 | Matt Willis | Vitals HQ Video,Vitals,False,True,Matt Willis,Celeb,74972,91,4865,4,2025-02-21,2025-02-21,2025-03-01,8,66,Ageing,False,False,2489,2324,52,0,1.62,Feb 2025
AIT 1 | Spencer Vitals Product _wanna look like this?_Hi-fi_Video_Podcast_Vitals_Delivery #11 | July 30,Vitals,False,False,,Internal,4279,40,3427,3,2024-11-25,2025-01-01,2025-01-25,24,73,Ageing,False,False,1667,760,353,526,1.14,Jan 2025
AIT 11 | Matt Willis - Vitals | HQ Video | Mar 4,Vitals,False,True,Matt Willis,Celeb,3035,47,3035,4,2024-12-27,2025-01-01,2025-01-12,11,73,Ageing,False,False,2303,732,0,0,1.01,Jan 2025
AIT 12 | Matt Willis - Vitals | HQ Video | Mar 4,Vitals,False,True,Matt Willis,Celeb,61326,57,34935,18,2024-12-27,2025-01-01,2025-01-02,1,73,Ageing,False,True,15344,10843,5335,2412,11.65,Jan 2025
AIT 12 | Matt Willis - Vitals | HQ Video | Mar 4 - Copy,Vitals,False,True,Matt Willis,Celeb,9167,115,4738,3,2025-02-28,2025-03-03,2025-03-27,24,64,Ageing,False,False,484,0,1747,2416,1.58,Mar 2025
AIT 3 | Vogue biotic iteration | May 1 HQ video - Copy,Biotic,False,False,,Internal,1183,49,1183,6,2024-12-27,2025-01-01,2025-01-16,15,73,Ageing,False,False,533,374,274,3,1.18,Jan 2025
AIT 4 | Matt Willis - Vitals | HQ Video,Vitals,False,True,Matt Willis,Celeb,5118,68,4816,2,2025-11-19,2025-11-19,2025-12-08,19,27,Ageing,False,False,327,1450,1444,1222,1.61,Nov 2025
AIT 4 | Matt Willis | Biotic HQ Video,Biotic,False,True,Matt Willis,Celeb,1671,119,1284,2,2025-02-21,2025-02-21,2025-03-08,15,66,Ageing,False,False,144,173,966,0,1.28,Feb 2025
AIT 4 | Press quote v4 - Vitals | April 1 - Copy,Vitals,False,False,,Internal,5048,49,5048,1,2024-05-06,2025-01-01,2025-01-04,3,73,Ageing,False,False,5048,0,0,0,1.68,Jan 2025
AIT 5 | Spencer Vitals Story_skeptic - sign_Hi-fi_Video_Podcast_Vitals_Delivery #11 | July 30,Vitals,False,False,,Internal,20670,33,18270,8,2024-11-25,2025-01-01,2025-01-03,2,73,Ageing,False,True,10032,5800,972,1136,6.09,Jan 2025
"Ben Shephard - Launch Assets | Fit for Life - Hook 3- Long | Vitals⁺ | Hi-fi | Video | Podcast | Problem/Benefit - Energy, Problem/Benefit - Longevity | Problem Aware | Brightshift | Energy LP
25.25",Vitals,False,True,Ben Shephard,Celeb,8543,76,6548,3,2025-12-23,2025-12-26,2026-01-03,8,22,Ageing,False,False,2250,3870,428,0,2.18,Dec 2025
AIT 5 | Vogue | Vitals Podcast | MAR 25 – Copy 5 HQ Video,Vitals,False,False,,Internal,17303,91,9893,3,2025-07-01,2025-07-01,2025-07-11,10,47,Ageing,False,False,1654,2786,2895,2558,3.3,Jul 2025
AMA | Fear this is permanent woman V1 | Biotic⁺ | Lo-fi | Static | NORMAL | PERMFEAR | 40 - 65 W LONG TERM | MOFU | Freelancer/Contractor | 5.26,Biotic,False,False,,Internal,1008,202,1008,1,2026-03-13,2026-03-13,2026-03-22,9,11,Ageing,False,False,644,364,0,0,1.01,Mar 2026
AMA | The world has shrunk man V1 | Biotic⁺ | Lo-fi | Static | NORMAL | SHRUNK | 40 - 65 M LONG TERM | MOFU | Freelancer/Contractor | 5.26,Biotic,False,False,,Internal,1606,321,1606,1,2026-03-13,2026-03-13,2026-04-02,20,11,Ageing,False,False,196,287,686,436,1.61,Mar 2026
AMA | The world has shrunk woman V1 | Biotic⁺ | Lo-fi | Static | NORMAL | SHRUNK | 40 - 65 W LONG TERM | MOFU | Freelancer/Contractor | 5.26,Biotic,False,False,,Internal,1869,208,1869,1,2026-03-13,2026-03-13,2026-03-19,6,11,Ageing,False,False,1060,809,0,0,1.87,Mar 2026
"Alexandra Burke Ambassador | Alex's Story Hook 2 | Hi-fi | Video | 1m30s+ | Green screen, Narrative | Brain fog, Energy | MOFU | Brightshift | Vitals⁺ | Delivery #7.25",Vitals,False,True,Alexandra Burke,Celeb,9960,129,8997,9,2025-04-18,2025-04-18,2025-04-26,8,58,Ageing,False,False,2420,2889,3648,40,3.0,Apr 2025
"Alexandra Burke Ambassador | Energy Angle Long Hook 2 | Hi-fi | Video | 1m-1m30s | Podcast | Energy, Feel like yourself again, Parenting, Busy lives | MOFU | Brightshift | Vitals⁺ | Delivery #8.25",Vitals,False,True,Alexandra Burke,Celeb,6426,111,4326,7,2025-05-01,2025-05-01,2025-05-14,13,56,Ageing,False,False,1551,1636,262,786,1.44,May 2025
"Ambassador Spencer Matthews Ben Shephard Jake Humphrey | Fatherhood mashup Long | Vitals⁺ | Hi-fi | Video | 1m-1m30s | Compilation, Podcast, Broll, AI | Personal story, Supportive | Personal Problem/Benefit -  Energy, Personal problem - Busy lives, Personal problem - Parenting, Social proof | MOFU | Brightshift | Energy LP |  | Delivery #16.25",Vitals,False,True,Spencer Matthews,Celeb,11658,96,8481,5,2025-08-21,2025-08-21,2025-09-05,15,40,Ageing,False,False,97,1185,6569,380,2.83,Aug 2025
"Ambassador Spencer Matthews Ben Shephard Jake Humphrey | Fatherhood mashup Short | Vitals⁺ | Hi-fi | Video | 30-45s | Compilation, Podcast, Broll, AI | Personal story, Supportive | Personal Problem/Benefit -  Energy, Personal problem - Busy lives, Personal problem - Parenting, Social proof | MOFU | Brightshift | Energy LP |  | Delivery #16.25",Vitals,False,True,Spencer Matthews,Celeb,20999,74,18534,5,2025-08-21,2025-08-21,2025-08-26,5,40,Ageing,False,True,5065,7390,2723,2189,6.18,Aug 2025
"Ambassador mash up - proof stack | V3 Hook 2 | Vitals⁺ + Magnesium⁺ + Sleep Mask | Hi-fi | Video | Ambassador Mashup, Compilation | Funny | Sleep, Energy, Discount | Ready to buy | Brightshift | 4.26",Vitals,True,True,Ambassador Mashup,Celeb,7646,125,7646,2,2026-02-28,2026-02-28,2026-03-06,6,13,Ageing,False,False,3171,4280,196,0,2.55,Feb 2026
B12 rant |  | Lo-fi | Video | 1m-1m30s | Talking to camera | Ingredients | MOFU | Heights | Vitals⁺ | Delivery #6.25,Vitals,False,False,,Internal,5892,123,3508,6,2025-04-03,2025-04-05,2025-04-28,23,60,Ageing,False,False,360,247,2026,840,1.17,Apr 2025
Ben Alldis Supplement Overwhelm_Long Hook 1_Hi-fi_Video_Podcast_Vitals_Delivery #21,Vitals,False,False,,Internal,7252,60,4796,7,2024-12-27,2025-01-02,2025-01-09,7,73,Ageing,False,False,2887,379,1531,0,1.6,Jan 2025
"Ben Shephard - Launch Assets | Energy as Freedom - Hook 2 - Long | Vitals⁺ | Hi-fi | Video | Podcast | Problem/Benefit - Energy | Problem Aware | Brightshift | Energy LP
25.25",Vitals,False,True,Ben Shephard,Celeb,13556,84,11547,5,2025-12-23,2025-12-26,2025-12-30,4,22,Ageing,False,False,4555,5557,1306,129,3.85,Dec 2025
"Ben Shephard - Launch Assets | Energy as Freedom - Hook 2 - Short | Vitals⁺ | Hi-fi | Video | Podcast | Problem/Benefit - Energy | Problem Aware | Brightshift | Energy LP
25.25",Vitals,False,True,Ben Shephard,Celeb,17528,95,9150,7,2025-12-23,2025-12-26,2026-01-03,8,22,Ageing,False,False,1100,4513,1764,1711,3.05,Dec 2025
"Compliant gut issues | Dreading mealtimes - before after | Biotic⁺ | Static | Static |  | Split screen | Funny | Personal Problem/Benefit - Gut health, Personal Problem/Benefit - Poo | Problem Aware | Heights | PDP |  | Delivery #21.25",Biotic,False,False,,Internal,2659,95,1359,5,2025-10-31,2025-10-31,2025-11-09,9,30,Ageing,False,False,473,839,47,0,1.36,Oct 2025
Cortisol spiral | Friend text message | Lo-fi | Video | 30-45s | Voiceover | Cortisol | TOFU | Heights | Vitals⁺ | Delivery #8.25,Vitals,False,False,,Internal,10580,2116,3751,4,2025-05-01,2025-05-01,2025-05-27,26,56,Ageing,False,False,1217,572,513,1217,1.25,May 2025
Mind’s somewhere else | Hook 1 | Biotic⁺ | Hi-fi | Video | GUTCONTROL | BLOAT | 25 - 40 M IBS | MOFU | Freelancer/Contractor | 5.26,Biotic,False,False,,Internal,1082,216,1082,2,2026-03-14,2026-03-14,2026-03-24,10,11,Ageing,False,False,573,508,0,0,1.08,Mar 2026
January sleep_To do list_Static_Static_Product imagery_Vitals_Delivery #1.25,Vitals,False,False,,Internal,5473,61,4901,6,2025-01-24,2025-01-28,2025-02-09,12,69,Ageing,False,False,1630,1680,1533,58,1.63,Jan 2025
"Intro bundle - January only offer | Yellow banner  | Vitals⁺ + Magnesium⁺ + Sleep Mask | Static | Static | Discount, Product Imagery, Customer Quote | Problem/Benefit - Energy, Problem/Benefit - Sleep | Ready to Buy | Heights Internal | Intro Bundle LP
25.25",Vitals,True,False,,Internal,36804,63,21266,3,2025-12-19,2025-12-19,2026-01-02,14,23,Ageing,False,True,2,2776,8487,7755,7.09,Dec 2025
"Intro bundle - January only offer | Yellow banner  | Vitals⁺ + Magnesium⁺ + Sleep Mask | Static | Static | Discount, Product Imagery, Customer Quote | Problem/Benefit - Energy, Problem/Benefit - Sleep | Ready to Buy | Heights Internal | Intro Bundle LP25.25",Vitals,True,False,,Internal,18067,73,7669,4,2026-01-07,2026-01-07,2026-01-20,13,20,Ageing,False,False,1292,1809,1208,2579,2.56,Jan 2026
"Intro bundle - January only offer | Yellow banner - customer reviews | Vitals⁺ + Magnesium⁺ + Sleep Mask | Static | Static | Discount, Product Imagery | Problem/Benefit - Energy, Problem/Benefit - Sleep | Ready to Buy | Heights Internal | Intro Bundle LP
25.25",Vitals,True,False,,Internal,5423,62,3399,3,2025-12-19,2025-12-28,2026-01-22,25,22,Ageing,False,False,108,1446,1134,474,1.13,Dec 2025
"Intro bundle IG story | Sleeping through the night | Vitals + Magnesium⁺ + Sleep Mask | Lo-fi | Static |  | Product imagery, Ugly ad, Discount |  | Personal Problem/Benefit -  Sleep & energy, Price positioning | BOFU | Heights | Intro Bundle LP |  | Delivery #15.25",Vitals,True,False,,Internal,18710,87,10574,1,2025-08-05,2025-08-06,2025-08-20,14,42,Ageing,False,False,278,2128,3646,3545,3.52,Aug 2025
"Intro bundle UGC | Sleep & energy bundle | Vitals + Magnesium⁺ + Sleep Mask | Lo-fi | Static |  | Product imagery, Ugly ad, Discount |  | Personal Problem/Benefit -  Sleep & energy, Price positioning | BOFU | Heights | Intro Bundle LP |  | Delivery #15.25",Vitals,True,False,,Internal,3546,177,3546,1,2025-08-05,2025-08-05,2025-08-06,1,42,Ageing,False,False,3546,0,0,0,1.18,Aug 2025
Intro bundle iteration_Deeper sleep & all day energy_Static_Static__Discount_Sleep & energy_MOFU_Heights_Vitals + Magnesium⁺ + Sleep Mask_Delivery #4.25,Vitals,True,False,,Internal,27248,88,16707,8,2025-03-07,2025-03-09,2025-03-16,7,64,Ageing,False,True,2524,3783,4330,4821,5.57,Mar 2025
Intro bundle iteration_Sleep & energy bundle_Static_Static__Discount_Sleep & energy_BOFU_Heights_Vitals + Magnesium⁺ + Sleep Mask_Delivery #4.25,Vitals,True,False,,Internal,25117,89,7705,8,2025-03-07,2025-03-09,2025-03-23,14,64,Ageing,False,False,1018,1743,2697,1765,2.57,Mar 2025
